,Field1,lon,lat,locid,V1,V2,Shape_Length,Shape_Area,Location,State
39,64461.0,148.125,-34.5,64462.0,526.0,112.0,2.250000000899377,0.31250000021236,Cell 172,NSW1
40,64462.0,148.75,-34.5,64463.0,527.0,112.0,2.249999999100851,0.312499999762728,Cell 173,NSW1
41,64463.0,149.375,-34.5,64464.0,528.0,112.0,2.250000000899377,0.31250000021236,Cell 174,NSW1
42,64464.0,150.0,-34.5,64465.0,529.0,112.0,2.249999999100851,0.312499999762728,Cell 175,NSW1
43,64465.0,150.625,-34.5,64466.0,530.0,112.0,2.249999999100623,0.312499999762672,Cell 176,NSW1
44,65027.0,141.875,-34.0,65028.0,516.0,113.0,2.250000000899263,0.312500000212324,Cell 193,NSW1
45,65028.0,142.5,-34.0,65029.0,517.0,113.0,2.249999999100737,0.312499999762693,Cell 194,NSW1
46,65033.0,145.625,-34.0,65034.0,522.0,113.0,2.24999999910051,0.312499999762636,Cell 199,NSW1
47,65038.0,148.75,-34.0,65039.0,527.0,113.0,2.249999999100737,0.312499999762693,Cell 204,NSW1
48,65040.0,150.0,-34.0,65041.0,529.0,113.0,2.249999999100737,0.312499999762693,Cell 206,NSW1
49,65041.0,150.625,-34.0,65042.0,530.0,113.0,2.24999999910051,0.312499999762636,Cell 207,NSW1
50,65603.0,141.875,-33.5,65604.0,516.0,114.0,2.250000000899263,0.312500000212324,Cell 232,NSW1
51,65609.0,145.625,-33.5,65610.0,522.0,114.0,2.24999999910051,0.312499999762636,Cell 238,NSW1
52,65613.0,148.125,-33.5,65614.0,526.0,114.0,2.250000000899263,0.312500000212324,Cell 242,NSW1
53,65614.0,148.75,-33.5,65615.0,527.0,114.0,2.249999999100737,0.312499999762693,Cell 243,NSW1
54,65615.0,149.375,-33.5,65616.0,528.0,114.0,2.250000000899263,0.312500000212324,Cell 244,NSW1
55,65616.0,150.0,-33.5,65617.0,529.0,114.0,2.249999999100737,0.312499999762693,Cell 245,NSW1
56,65617.0,150.625,-33.5,65618.0,530.0,114.0,2.24999999910051,0.312499999762636,Cell 246,NSW1
57,65618.0,151.25,-33.5,65619.0,531.0,114.0,2.25000000089949,0.312500000212381,Cell 247,NSW1
58,66178.0,141.25,-33.0,66179.0,515.0,115.0,2.249999999100737,0.312499999762693,Cell 272,NSW1
59,66179.0,141.875,-33.0,66180.0,516.0,115.0,2.250000000899263,0.312500000212324,Cell 273,NSW1
60,66189.0,148.125,-33.0,66190.0,526.0,115.0,2.250000000899263,0.312500000212324,Cell 283,NSW1
61,66190.0,148.75,-33.0,66191.0,527.0,115.0,2.249999999100737,0.312499999762693,Cell 284,NSW1
62,66191.0,149.375,-33.0,66192.0,528.0,115.0,2.250000000899263,0.312500000212324,Cell 285,NSW1
63,66192.0,150.0,-33.0,66193.0,529.0,115.0,2.249999999100737,0.312499999762693,Cell 286,NSW1
64,66193.0,150.625,-33.0,66194.0,530.0,115.0,2.24999999910051,0.312499999762636,Cell 287,NSW1
65,66194.0,151.25,-33.0,66195.0,531.0,115.0,2.25000000089949,0.312500000212381,Cell 288,NSW1
66,66754.0,141.25,-32.5,66755.0,515.0,116.0,2.249999999100737,0.312499999762693,Cell 315,NSW1
67,66765.0,148.125,-32.5,66766.0,526.0,116.0,2.250000000899263,0.312500000212324,Cell 326,NSW1
68,66766.0,148.75,-32.5,66767.0,527.0,116.0,2.249999999100737,0.312499999762693,Cell 327,NSW1
69,66767.0,149.375,-32.5,66768.0,528.0,116.0,2.250000000899263,0.312500000212324,Cell 328,NSW1
70,66768.0,150.0,-32.5,66769.0,529.0,116.0,2.249999999100737,0.312499999762693,Cell 329,NSW1
71,66769.0,150.625,-32.5,66770.0,530.0,116.0,2.24999999910051,0.312499999762636,Cell 330,NSW1
72,66770.0,151.25,-32.5,66771.0,531.0,116.0,2.25000000089949,0.312500000212381,Cell 331,NSW1
73,66771.0,151.875,-32.5,66772.0,532.0,116.0,2.24999999910051,0.312499999762636,Cell 332,NSW1
74,67330.0,141.25,-32.0,67331.0,515.0,117.0,2.249999999100737,0.312499999762693,Cell 366,NSW1
75,67340.0,147.5,-32.0,67341.0,525.0,117.0,2.249999999100737,0.312499999762693,Cell 376,NSW1
76,67341.0,148.125,-32.0,67342.0,526.0,117.0,2.250000000899263,0.312500000212324,Cell 377,NSW1
77,67342.0,148.75,-32.0,67343.0,527.0,117.0,2.249999999100737,0.312499999762693,Cell 378,NSW1
78,67345.0,150.625,-32.0,67346.0,530.0,117.0,2.24999999910051,0.312499999762636,Cell 381,NSW1
79,67346.0,151.25,-32.0,67347.0,531.0,117.0,2.25000000089949,0.312500000212381,Cell 382,NSW1
80,67347.0,151.875,-32.0,67348.0,532.0,117.0,2.24999999910051,0.312499999762636,Cell 383,NSW1
81,67348.0,152.5,-32.0,67349.0,533.0,117.0,2.249999999100737,0.312499999762693,Cell 384,NSW1
82,67913.0,145.625,-31.5,67914.0,522.0,118.0,2.24999999910051,0.312499999762636,Cell 432,NSW1
83,67914.0,146.25,-31.5,67915.0,523.0,118.0,2.25000000089949,0.312500000212381,Cell 433,NSW1
84,67915.0,146.875,-31.5,67916.0,524.0,118.0,2.24999999910051,0.312499999762636,Cell 434,NSW1
85,67916.0,147.5,-31.5,67917.0,525.0,118.0,2.249999999100737,0.312499999762693,Cell 435,NSW1
86,67921.0,150.625,-31.5,67922.0,530.0,118.0,2.24999999910051,0.312499999762636,Cell 440,NSW1
87,67922.0,151.25,-31.5,67923.0,531.0,118.0,2.25000000089949,0.312500000212381,Cell 441,NSW1
88,67924.0,152.5,-31.5,67925.0,533.0,118.0,2.249999999100737,0.312499999762693,Cell 443,NSW1
89,68496.0,150.0,-31.0,68497.0,529.0,119.0,2.250000000899377,0.312500000324768,Cell 499,NSW1
90,68497.0,150.625,-31.0,68498.0,530.0,119.0,2.250000000899149,0.312500000324711,Cell 500,NSW1
91,68498.0,151.25,-31.0,68499.0,531.0,119.0,2.25000000269813,0.312500000774456,Cell 501,NSW1
92,68500.0,152.5,-31.0,68501.0,533.0,119.0,2.250000000899377,0.312500000324768,Cell 503,NSW1
93,69072.0,150.0,-30.5,69073.0,529.0,120.0,2.249999999100737,0.312499999762693,Cell 559,NSW1
94,69073.0,150.625,-30.5,69074.0,530.0,120.0,2.24999999910051,0.312499999762636,Cell 560,NSW1
95,69074.0,151.25,-30.5,69075.0,531.0,120.0,2.25000000089949,0.312500000212381,Cell 561,NSW1
96,69075.0,151.875,-30.5,69076.0,532.0,120.0,2.24999999910051,0.312499999762636,Cell 562,NSW1
97,69076.0,152.5,-30.5,69077.0,533.0,120.0,2.249999999100737,0.312499999762693,Cell 563,NSW1
98,69647.0,149.375,-30.0,69648.0,528.0,121.0,2.250000000899377,0.31250000021236,Cell 619,NSW1
99,69648.0,150.0,-30.0,69649.0,529.0,121.0,2.249999999100851,0.312499999762728,Cell 620,NSW1
100,69649.0,150.625,-30.0,69650.0,530.0,121.0,2.249999999100623,0.312499999762672,Cell 621,NSW1
101,69650.0,151.25,-30.0,69651.0,531.0,121.0,2.250000000899604,0.312500000212417,Cell 622,NSW1
102,69651.0,151.875,-30.0,69652.0,532.0,121.0,2.249999999100623,0.312499999762672,Cell 623,NSW1
103,69652.0,152.5,-30.0,69653.0,533.0,121.0,2.249999999100851,0.312499999762728,Cell 624,NSW1
104,69653.0,153.125,-30.0,69654.0,534.0,121.0,2.250000000899377,0.31250000021236,Cell 625,NSW1
105,70223.0,149.375,-29.5,70224.0,528.0,122.0,2.250000000899263,0.312500000212324,Cell 681,NSW1
106,70224.0,150.0,-29.5,70225.0,529.0,122.0,2.249999999100737,0.312499999762693,Cell 682,NSW1
107,70225.0,150.625,-29.5,70226.0,530.0,122.0,2.24999999910051,0.312499999762636,Cell 683,NSW1
108,70226.0,151.25,-29.5,70227.0,531.0,122.0,2.25000000089949,0.312500000212381,Cell 684,NSW1
109,70227.0,151.875,-29.5,70228.0,532.0,122.0,2.24999999910051,0.312499999762636,Cell 685,NSW1
110,70229.0,153.125,-29.5,70230.0,534.0,122.0,2.250000000899263,0.312500000212324,Cell 687,NSW1
111,70802.0,151.25,-29.0,70803.0,531.0,123.0,2.25000000089949,0.312500000212381,Cell 746,NSW1
112,70803.0,151.875,-29.0,70804.0,532.0,123.0,2.24999999910051,0.312499999762636,Cell 747,NSW1
113,70804.0,152.5,-29.0,70805.0,533.0,123.0,2.249999999100737,0.312499999762693,Cell 748,NSW1
114,70805.0,153.125,-29.0,70806.0,534.0,123.0,2.250000000899263,0.312500000212324,Cell 749,NSW1
115,71381.0,153.125,-28.5,71382.0,534.0,124.0,2.250000000899263,0.312500000212324,Cell 811,NSW1
